year,site,density,latitude,longitude 
2011,a-k-22,0.114,33.92303333,-120.1873667
2011,a-k-23,0.132,33.90855,-120.1555
2011,a-k-24,0.101,33.90036667,-120.1356333
2011,a-k-25,0.2175,33.89233333,-120.1195
2011,a-k-26,0.3915,34.04493333,-119.6014
2011,a-k-27,0.203,34.05223333,-119.5825333
2011,a-k-28,0.225,34.05428333,-119.56685
2011,a-k-29,0.374,34.04415,-119.54245
2011,a-k-30,0.3135,34.03836667,-119.5253
2011,a-k-31,0.3625,34.01641667,-119.4320167
2011,a-k-32,0.0765,34.0045,-119.3857833
2011,a-k-33,0.456,34.0126,-119.3891833
2011,a-k-34,0.1105,34.0141,-119.3590167
2011,a-k-35,0.1985,33.48003333,-119.0621167
2011,a-k-36,0.035,33.47306667,-119.02685
2011,a-k-37,0.256,33.46293333,-119.0312667
2011,a-p-56,NA,33.900167,-120.136367
2011,a-p-59,NA,33.90295,-120.099167
2011,a-p-01,NA,34.002883,-119.4252
2011,a-p-03,NA,34.001583,-119.398067
2011,a-p-04,0.507638889,34.017667,-119.363683
2011,a-p-05,0.55625,34.012783,-119.363133
2011,a-p-06,0.684722222,34.009883,-119.388333
2011,a-p-07,0.441666667,34.016983,-119.432917
2011,a-p-14,0.052777778,34.4412874,-120.4167926
2011,a-p-19,0.065277778,34.48696,-120.5005234
2011,a-p-22,0.50877193,34.42185,-119.9515
2011,a-p-33,0.496296296,34.044933,-119.6014
2011,a-p-36,0.881060606,34.056583,-119.821167
2011,a-p-38,0.362121212,34.072867,-119.870983
2011,a-p-39,0.709027778,34.03065,-119.69665
2011,a-p-42,1.038888889,34.048467,-119.546367
2011,a-p-43,NA,34.047983,-119.5514
2011,a-p-34,0.285507246,34.051483,-119.909667
2011,a-p-35,0.674074074,33.946467,-119.823183
2011,a-p-37,NA,34.0434,-119.535733
2011,a-p-41,NA,34.038367,-119.5253
2011,a-p-44,0.224305556,33.983617,-119.6384
2011,a-p-45,0.734722222,33.988533,-119.546983
2011,a-p-47,0.271296296,34.015867,-120.3305
2011,a-p-48,0.497916667,34.051717,-120.346183
2011,a-p-50,0.939583333,34.052783,-120.337383
2011,a-p-52,0.649122807,34.025467,-120.4067
2011,a-p-60,0.214705882,33.897433,-120.100383
2011,a-p-64,0.775,33.891567,-120.1192
2011,a-p-32,0.816666667,34.054283,-119.566867
2011,a-p-40,NA,34.050983,-119.575883
2011,a-p-57,0.175,33.931667,-120.197417
2011,a-p-65,NA,33.90725,-120.153
2011,a-l-01,0.21875,34.400275,-119.7445917
2011,a-l-02,0.64375,34.47181667,-120.1426167
2011,a-l-03,0.270833333,34.46782143,-120.1192428
2011,a-l-04,0.033333333,34.45849992,-120.3334874
2011,a-l-05,0.14375,34.39167778,-119.54175
2011,a-l-06,0.30625,34.41371667,-119.8221
2011,a-l-07,0.2328125,34.40469558,-119.8644769
2011,a-l-08,0.7625,34.39410555,-119.7296222
2011,a-l-09,0.7578125,34.42210741,-119.9517074
2011,a-l-10,1.5125,34.0588,-119.7575
2011,a-l-11,1.75625,34.0445,-119.7155
2011,a-k-21,0.141,34.0237,-120.3951667
2011,a-p-18,0.253472222,34.40295,-119.8645167
2011,a-p-09,0.534027778,34.46628333,-120.1169667
2011,a-p-10,0.309722222,34.45543333,-120.33205
2011,a-p-17,0.176388889,34.38945,-119.5447667
2012,a-s-01,NA,33.26233333,-119.5801667
2012,a-s-02,0.2948,33.27325,-119.48615
2012,a-s-03,0.2294,33.24763333,-119.5703833
2012,a-s-04,1.3594,33.21665,-119.4854167
2012,a-s-05,0.3528,33.21688333,-119.4441167
2012,a-k-01,0.241,34.02236667,-120.3874667
2012,a-k-02,0.2465,34.06438333,-120.3566
2012,a-k-03,0.1785,33.90146667,-120.1029667
2012,a-k-04,0.1975,33.89753333,-120.10075
2012,a-k-05,0.097,34.03261667,-120.107
2012,a-k-06,0.274,33.94966667,-119.8275833
2012,a-k-07,0.452,34.05635,-119.75515
2012,a-k-08,0.412,34.0345,-119.7033333
2012,a-k-09,0.299,34.04798333,-119.5514
2012,a-k-10,0.1975,33.98983333,-119.5630667
2012,a-k-11,0.93,34.00775,-119.4343833
2012,a-k-12,0.2555,34.01586667,-119.3717333
2012,a-k-13,0.192,34.01666667,-119.3616667
2012,a-k-14,0.2255,33.46611667,-119.0277833
2012,a-k-15,0.102,33.48753333,-119.0275833
2012,a-k-16,0.115,33.46441667,-119.0391667
2012,a-k-22,0.1215,33.92303333,-120.1873667
2012,a-k-23,0.4435,33.90855,-120.1555
2012,a-k-24,0.207,33.90036667,-120.1356333
2012,a-k-25,0.3315,33.89233333,-120.1195
2012,a-k-26,0.2825,34.04493333,-119.6014
2012,a-k-27,0.556,34.05223333,-119.5825333
2012,a-k-28,0.3915,34.05428333,-119.56685
2012,a-k-29,0.6665,34.04415,-119.54245
2012,a-k-30,0.5465,34.03836667,-119.5253
2012,a-k-31,0.51,34.01641667,-119.4320167
2012,a-k-32,0.2625,34.0045,-119.3857833
2012,a-k-33,0.461,34.0126,-119.3891833
2012,a-k-34,0.387,34.0141,-119.3590167
2012,a-k-35,0.206,33.48003333,-119.0621167
2012,a-k-36,0.046,33.47306667,-119.02685
2012,a-k-37,0.15,33.46293333,-119.0312667
2012,a-p-56,NA,33.900167,-120.136367
2012,a-p-59,NA,33.90295,-120.099167
2012,a-p-01,NA,34.002883,-119.4252
2012,a-p-03,NA,34.001583,-119.398067
2012,a-p-04,0.359722222,34.017667,-119.363683
2012,a-p-05,0.502777778,34.012783,-119.363133
2012,a-p-06,0.667361111,34.009883,-119.388333
2012,a-p-07,0.921666667,34.016983,-119.432917
2012,a-p-14,0.076923077,34.4412874,-120.4167926
2012,a-p-19,0.016666667,34.48696,-120.5005234
2012,a-p-22,1.077272727,34.42185,-119.9515
2012,a-p-33,0.522222222,34.044933,-119.6014
2012,a-p-36,0.557638889,34.056583,-119.821167
2012,a-p-38,0.663768116,34.072867,-119.870983
2012,a-p-39,0.506944444,34.03065,-119.69665
2012,a-p-42,0.4825,34.048467,-119.546367
2012,a-p-43,NA,34.047983,-119.5514
2012,a-p-34,0.441666667,34.051483,-119.909667
2012,a-p-35,0.819791667,33.946467,-119.823183
2012,a-p-37,NA,34.0434,-119.535733
2012,a-p-41,NA,34.038367,-119.5253
2012,a-p-44,0.242361111,33.983617,-119.6384
2012,a-p-45,0.376923077,33.988533,-119.546983
2012,a-p-47,0.288333333,34.015867,-120.3305
2012,a-p-48,0.661805556,34.051717,-120.346183
2012,a-p-50,0.350724638,34.052783,-120.337383
2012,a-p-52,1.749206349,34.025467,-120.4067
2012,a-p-60,0.32962963,33.897433,-120.100383
2012,a-p-64,0.396666667,33.891567,-120.1192
2012,a-p-32,0.580952381,34.054283,-119.566867
2012,a-p-40,NA,34.050983,-119.575883
2012,a-p-57,0.127777778,33.931667,-120.197417
2012,a-p-65,NA,33.90725,-120.153
2012,a-l-01,0.44375,34.400275,-119.7445917
2012,a-l-02,0.73125,34.47181667,-120.1426167
2012,a-l-03,0.360416667,34.46782143,-120.1192428
2012,a-l-04,0.0125,34.45849992,-120.3334874
2012,a-l-05,0.1078125,34.39167778,-119.54175
2012,a-l-06,0.0875,34.41371667,-119.8221
2012,a-l-07,0.308928571,34.40469558,-119.8644769
2012,a-l-08,0.3,34.39410555,-119.7296222
2012,a-l-09,0.6734375,34.42210741,-119.9517074
2012,a-l-10,0.625,34.0588,-119.7575
2012,a-l-11,1.0375,34.0445,-119.7155
2012,a-k-21,0.2185,34.0237,-120.3951667
2012,a-p-18,0.230555556,34.40295,-119.8645167
2012,a-p-09,0.279861111,34.46628333,-120.1169667
2012,a-p-10,0.072222222,34.45543333,-120.33205
2012,a-p-17,0.218055556,34.38945,-119.5447667
2013,a-s-01,0.5728,33.26233333,-119.5801667
2013,a-s-02,0.5228,33.27325,-119.48615
2013,a-s-03,1.007,33.24763333,-119.5703833
2013,a-s-04,2.5722,33.21665,-119.4854167
2013,a-s-05,0.6076,33.21688333,-119.4441167
2013,a-k-01,0.3455,34.02236667,-120.3874667
2013,a-k-02,0.4165,34.06438333,-120.3566
2013,a-k-03,0.304,33.90146667,-120.1029667
2013,a-k-04,0.841,33.89753333,-120.10075
2013,a-k-05,0.184,34.03261667,-120.107
2013,a-k-06,0.8445,33.94966667,-119.8275833
2013,a-k-07,0.88,34.05635,-119.75515
2013,a-k-08,0.3855,34.0345,-119.7033333
2013,a-k-09,0.419,34.04798333,-119.5514
2013,a-k-10,0.3235,33.98983333,-119.5630667
2013,a-k-11,0.941,34.00775,-119.4343833
2013,a-k-12,0.4215,34.01586667,-119.3717333
2013,a-k-13,0.4335,34.01666667,-119.3616667
2013,a-k-14,0.4435,33.46611667,-119.0277833
2013,a-k-15,0.259,33.48753333,-119.0275833
2013,a-k-16,0.572,33.46441667,-119.0391667
2013,a-k-22,0.543,33.92303333,-120.1873667
2013,a-k-23,0.6685,33.90855,-120.1555
2013,a-k-24,0.4715,33.90036667,-120.1356333
2013,a-k-25,0.339,33.89233333,-120.1195
2013,a-k-26,0.575,34.04493333,-119.6014
2013,a-k-27,0.348,34.05223333,-119.5825333
2013,a-k-28,0.2515,34.05428333,-119.56685
2013,a-k-29,0.606,34.04415,-119.54245
2013,a-k-30,0.637,34.03836667,-119.5253
2013,a-k-31,0.6375,34.01641667,-119.4320167
2013,a-k-32,0.782,34.0045,-119.3857833
2013,a-k-33,0.6475,34.0126,-119.3891833
2013,a-k-34,0.5385,34.0141,-119.3590167
2013,a-k-35,0.8155,33.48003333,-119.0621167
2013,a-k-36,0.673,33.47306667,-119.02685
2013,a-k-37,0.9435,33.46293333,-119.0312667
2013,a-p-56,1.315277778,33.900167,-120.136367
2013,a-p-59,0.507894737,33.90295,-120.099167
2013,a-p-01,NA,34.002883,-119.4252
2013,a-p-03,NA,34.001583,-119.398067
2013,a-p-04,0.586111111,34.017667,-119.363683
2013,a-p-05,NA,34.012783,-119.363133
2013,a-p-06,1.073611111,34.009883,-119.388333
2013,a-p-07,NA,34.016983,-119.432917
2013,a-p-14,NA,34.4412874,-120.4167926
2013,a-p-19,NA,34.48696,-120.5005234
2013,a-p-22,1.053030303,34.42185,-119.9515
2013,a-p-33,0.711111111,34.044933,-119.6014
2013,a-p-36,0.445138889,34.056583,-119.821167
2013,a-p-38,NA,34.072867,-119.870983
2013,a-p-39,0.515972222,34.03065,-119.69665
2013,a-p-42,0.662121212,34.048467,-119.546367
2013,a-p-43,0.305555556,34.047983,-119.5514
2013,a-p-34,NA,34.051483,-119.909667
2013,a-p-35,NA,33.946467,-119.823183
2013,a-p-37,0.95625,34.0434,-119.535733
2013,a-p-41,0.784027778,34.038367,-119.5253
2013,a-p-44,NA,33.983617,-119.6384
2013,a-p-45,NA,33.988533,-119.546983
2013,a-p-47,NA,34.015867,-120.3305
2013,a-p-48,NA,34.051717,-120.346183
2013,a-p-50,NA,34.052783,-120.337383
2013,a-p-52,NA,34.025467,-120.4067
2013,a-p-60,0.63,33.897433,-120.100383
2013,a-p-64,0.618421053,33.891567,-120.1192
2013,a-p-32,0.634920635,34.054283,-119.566867
2013,a-p-40,0.54375,34.050983,-119.575883
2013,a-p-57,0.120512821,33.931667,-120.197417
2013,a-p-65,0.499206349,33.90725,-120.153
2013,a-l-01,0.077708333,34.400275,-119.7445917
2013,a-l-02,0.43125,34.47181667,-120.1426167
2013,a-l-03,0.502083333,34.46782143,-120.1192428
2013,a-l-04,0.054166667,34.45849992,-120.3334874
2013,a-l-05,0.115625,34.39167778,-119.54175
2013,a-l-06,0.2375,34.41371667,-119.8221
2013,a-l-07,0.116071429,34.40469558,-119.8644769
2013,a-l-08,0.270833333,34.39410555,-119.7296222
2013,a-l-09,0.7140625,34.42210741,-119.9517074
2013,a-l-10,1.19375,34.0588,-119.7575
2013,a-l-11,3.325,34.0445,-119.7155
2013,a-k-21,0.343,34.0237,-120.3951667
2013,a-p-18,0.116666667,34.40295,-119.8645167
2013,a-p-09,0.188194444,34.46628333,-120.1169667
2013,a-p-10,0.388888889,34.45543333,-120.33205
2013,a-p-17,0.249305556,34.38945,-119.5447667
2014,a-s-01,0.3396,33.26233333,-119.5801667
2014,a-s-02,1.0868,33.27325,-119.48615
2014,a-s-03,2.299,33.24763333,-119.5703833
2014,a-s-04,4.4384,33.21665,-119.4854167
2014,a-s-05,3.852,33.21688333,-119.4441167
2014,a-k-01,0.3095,34.02236667,-120.3874667
2014,a-k-02,0.229,34.06438333,-120.3566
2014,a-k-03,0.1675,33.90146667,-120.1029667
2014,a-k-04,0.2565,33.89753333,-120.10075
2014,a-k-05,0.215,34.03261667,-120.107
2014,a-k-06,0.321,33.94966667,-119.8275833
2014,a-k-07,0.6635,34.05635,-119.75515
2014,a-k-08,0.36,34.0345,-119.7033333
2014,a-k-09,0.3245,34.04798333,-119.5514
2014,a-k-10,0.9675,33.98983333,-119.5630667
2014,a-k-11,1.0265,34.00775,-119.4343833
2014,a-k-12,0.405,34.01586667,-119.3717333
2014,a-k-13,0.6575,34.01666667,-119.3616667
2014,a-k-14,0.209,33.46611667,-119.0277833
2014,a-k-15,0.289,33.48753333,-119.0275833
2014,a-k-16,0.5995,33.46441667,-119.0391667
2014,a-k-22,0.165,33.92303333,-120.1873667
2014,a-k-23,0.416,33.90855,-120.1555
2014,a-k-24,0.127,33.90036667,-120.1356333
2014,a-k-25,0.305,33.89233333,-120.1195
2014,a-k-26,0.5755,34.04493333,-119.6014
2014,a-k-27,0.4025,34.05223333,-119.5825333
2014,a-k-28,0.2475,34.05428333,-119.56685
2014,a-k-29,1.5335,34.04415,-119.54245
2014,a-k-30,0.846,34.03836667,-119.5253
2014,a-k-31,1.104,34.01641667,-119.4320167
2014,a-k-32,1.5935,34.0045,-119.3857833
2014,a-k-33,1.0015,34.0126,-119.3891833
2014,a-k-34,0.4965,34.0141,-119.3590167
2014,a-k-35,0.6175,33.48003333,-119.0621167
2014,a-k-36,0.4565,33.47306667,-119.02685
2014,a-k-37,0.7485,33.46293333,-119.0312667
2014,a-p-56,NA,33.900167,-120.136367
2014,a-p-59,NA,33.90295,-120.099167
2014,a-p-01,NA,34.002883,-119.4252
2014,a-p-03,NA,34.001583,-119.398067
2014,a-p-04,0.829861111,34.017667,-119.363683
2014,a-p-05,1.020138889,34.012783,-119.363133
2014,a-p-06,1.70625,34.009883,-119.388333
2014,a-p-07,3.073333333,34.016983,-119.432917
2014,a-p-14,NA,34.4412874,-120.4167926
2014,a-p-19,NA,34.48696,-120.5005234
2014,a-p-22,0.971212121,34.42185,-119.9515
2014,a-p-33,0.786111111,34.044933,-119.6014
2014,a-p-36,0.889855072,34.056583,-119.821167
2014,a-p-38,0.83115942,34.072867,-119.870983
2014,a-p-39,0.498611111,34.03065,-119.69665
2014,a-p-42,2.292063492,34.048467,-119.546367
2014,a-p-43,NA,34.047983,-119.5514
2014,a-p-34,0.431944444,34.051483,-119.909667
2014,a-p-35,2.665686275,33.946467,-119.823183
2014,a-p-37,NA,34.0434,-119.535733
2014,a-p-41,NA,34.038367,-119.5253
2014,a-p-44,0.540972222,33.983617,-119.6384
2014,a-p-45,0.504166667,33.988533,-119.546983
2014,a-p-47,NA,34.015867,-120.3305
2014,a-p-48,0.345138889,34.051717,-120.346183
2014,a-p-50,0.500694444,34.052783,-120.337383
2014,a-p-52,NA,34.025467,-120.4067
2014,a-p-60,1.455952381,33.897433,-120.100383
2014,a-p-64,0.646491228,33.891567,-120.1192
2014,a-p-32,0.954545455,34.054283,-119.566867
2014,a-p-40,NA,34.050983,-119.575883
2014,a-p-57,0.144444444,33.931667,-120.197417
2014,a-p-65,NA,33.90725,-120.153
2014,a-l-01,0.7,34.400275,-119.7445917
2014,a-l-02,0.45625,34.47181667,-120.1426167
2014,a-l-03,0.304166667,34.46782143,-120.1192428
2014,a-l-04,0.066666667,34.45849992,-120.3334874
2014,a-l-05,0.200669643,34.39167778,-119.54175
2014,a-l-06,0.11875,34.41371667,-119.8221
2014,a-l-07,0.23,34.40469558,-119.8644769
2014,a-l-08,0.18125,34.39410555,-119.7296222
2014,a-l-09,0.671875,34.42210741,-119.9517074
2014,a-l-10,0.91875,34.0588,-119.7575
2014,a-l-11,1.175,34.0445,-119.7155
2014,a-k-21,0.175,34.0237,-120.3951667
2014,a-p-18,0.483333333,34.40295,-119.8645167
2014,a-p-09,0.291666667,34.46628333,-120.1169667
2014,a-p-10,NA,34.45543333,-120.33205
2014,a-p-17,0.346527778,34.38945,-119.5447667
